"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3707372";"VOXILAPREVIR";"GS-9857|VOXILAPREVIR";"Small molecule";"4";"861.02";"";"";"5.35";"195.22";"11";"3";"3";"8";"N";"0.31";"3.75";"None";"5.77";"4.83";"2";"MOL";"0";"60";"15";"3";"3";"860.3954";"ACID";"C42H58F2N6O9S";"CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(C)C)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O";"MKDALIOACIEUJM-XCFCBFDASA-N"
"CHEMBL1200640";"FERROUS FUMARATE";"CPIRON|ERCO-FER|ERCOFERRO|FERROFUME|FERROSI FUMARAS|FERROUS FUMARATE|FERSADAY|FERSAMAL|Feostat|GALFER|HEFEROL|HEMOTON|IRCON|IRON (AS FERROUS FUMARATE)|IRON (AS FUMARATE)|IRON FUMARATE|METERFER|ORGASAL|PALAFER|TOLFERAIN|TOLIFER|Toleron";"Small molecule";"4";"169.90";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"169.9302";"None";"C4H2FeO4";"";""
"CHEMBL3039499";"DELDEPREVIR SODIUM";"ACH-0142684.Na|ACH-2684.Na|DELDEPREVIR SODIUM|NECEPREVIR SODIUM";"Small molecule";"0";"933.09";"";"";"6.41";"177.20";"11";"2";"3";"10";"N";"0.22";"3.77";"1.59";"5.34";"4.40";"3";"MOL";"0";"63";"14";"2";"3";"910.3569";"ACID";"C45H55F2N6NaO8S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+]";"KLBYIWFUEHNOSA-ACPQSSBHSA-M"
"CHEMBL3039533";"GRAZOPREVIR";"GRAZOPREVIR";"Small molecule";"3";"784.93";"";"";"3.30";"195.22";"11";"3";"2";"7";"N";"0.35";"3.77";"1.79";"3.35";"2.50";"2";"MOL";"0";"54";"15";"3";"2";"766.3360";"ACID";"C38H52N6O10S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.O";"RXSARIJMSJWJLZ-CIAYNJNFSA-N"
"CHEMBL461101";"ELTROMBOPAG";"ELTROMBOPAG|REVOLADE|SB497115";"Small molecule";"4";"442.48";"25";"85";"4.56";"114.59";"6";"3";"0";"5";"N";"0.40";"3.97";"None";"6.03";"1.28";"3";"MOL";"0";"33";"8";"3";"0";"442.1641";"ACID";"C25H22N4O4";"CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O";"XDXWLKQMMKQXPV-QYQHSDTDSA-N"
"CHEMBL1456";"MYCOPHENOLATE MOFETIL";"ARZIP|Cellcept|MYCLAUSEN|MYCOPHENOLATE MOFETIL|MYCOPHENOLIC ACID 2-(4-MORPHOLINYL)ETHYL ESTER|MYCOPHENYLATE MOFETIL|MYFENAX|NSC-724229|NSC-758905|RS-61443";"Small molecule";"4";"433.50";"126";"765";"2.52";"94.53";"8";"1";"0";"9";"N";"0.47";"9.76";"6.19";"3.47";"3.45";"1";"MOL";"0";"31";"8";"1";"0";"433.2101";"NEUTRAL";"C23H31NO7";"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2";"RTGDFNSFWBGLEC-SYZQJQIISA-N"
"CHEMBL2106751";"FOSAMPRENAVIR SODIUM";"FOSAMPRENAVIR SODIUM|GW 433908A|GW-433908A";"Small molecule";"0";"629.58";"";"";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H34N3Na2O9PS";"CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Na+].[Na+]";"FZMGUXZZROZJIT-KMIZVRHLSA-L"
"CHEMBL222559";"TIPRANAVIR";"Aptivus|TIPRANAVIR|Tipranavir|U-140690";"Small molecule";"4";"602.68";"30";"210";"7.33";"105.59";"6";"2";"2";"11";"N";"0.22";"4.43";"None";"7.14";"3.45";"3";"MOL";"0";"42";"7";"2";"2";"602.2062";"ACID";"C31H33F3N2O5S";"CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1";"SUJUHGSWHZTSEU-FYBSXPHGSA-N"
"CHEMBL3544915";"FALDAPREVIR SODIUM";"BI 201335 NA|BI-201335 NA|BI-201335-NA|BI-201335NA|FALDAPREVIR SODIUM|FALDAPREVIR, SODIUM SALT";"Small molecule";"0";"891.82";"";"";"6.30";"198.38";"11";"4";"3";"13";"N";"0.14";"3.38";"1.11";"6.51";"2.99";"3";"MOL";"0";"57";"15";"4";"3";"868.2465";"ACID";"C40H48BrN6NaO9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-].[Na+]";"JYIOGGWFNHGWMN-CWNXUBRBSA-M"
"CHEMBL2013174";"VEDROPREVIR";"GS-9451|VEDROPREVIR";"Small molecule";"2";"910.53";"17";"52";"6.20";"193.78";"13";"4";"3";"16";"N";"0.13";"3.42";"5.74";"3.45";"2.46";"3";"MOL";"0";"63";"16";"4";"3";"909.3862";"ACID";"C45H60ClN7O9S";"CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O";"OTXAMWFYPMNDME-FQQWJMKMSA-N"
"CHEMBL322241";"TELINAVIR";"NSC-670881|SC-52151|TELINAVIR";"Small molecule";"1";"604.75";"5";"6";"2.76";"166.75";"6";"5";"1";"13";"N";"0.20";"13.59";"1.51";"2.48";"2.48";"3";"MOL";"0";"44";"11";"6";"3";"604.3373";"NEUTRAL";"C33H44N6O5";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C";"ZILOOGIOHVCEKS-HZFUHODCSA-N"
"CHEMBL2063090";"GRAZOPREVIR";"GRAZOPREVIR|GRAZOPREVIR HYDRATE|GRAZOPREVIR MONOHYDRATE|MK-5172|MK-5172 ANHYDROUS|MK-5172 MONOHYDRATE";"Small molecule";"4";"766.92";"13";"88";"3.30";"195.22";"11";"3";"2";"7";"N";"0.35";"3.77";"1.79";"3.35";"2.50";"2";"MOL";"0";"54";"15";"3";"2";"766.3360";"ACID";"C38H50N6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1";"OBMNJSNZOWALQB-NCQNOWPTSA-N"
"CHEMBL1200574";"SODIUM CHLORIDE";"0.9% NACL|0.9% SALINE|0.9% SALINE SOLUTION|10% SODIUM CHLORIDE INJECTION|AQSIA (BALANCED SALT SOLN)|ASKINA|ASKINA JET|B1655|BALANCED SALT|BRONCHO SALINE|BSS (BALANCED SALT SOLN)|FLOWFUSOR|FRESENIUS|HYPROMELLOSE IN RINGERS SOLN|IOCARE (BALANCED SALT SOLN)|IRRICLENS|ISOT SALINE|ISOTONIC|ISOTONIC SALINE|LABMIST|LOCKES|LS-1700|MACOPERF|MINIVERSOL|MURO 128|NACL 0.9%|NINE LIVES|NORMAL SALINE|NORMASOL|NSC-77364|OFT CUSI ANTIEDEMA|OPTIFLO S|PHYSIOMER|RINGER'S|RINGER-LOCKE|RNS-60 COMPONENT SALINE|RNS60 COMPONENT SALINE|S-CHLOR SF|SALEX|SALINE|SALINE SOLUTION|SALINE STERIPOULE|SALINEX|SEA WATER|SLOW SOD|SODICLOR|SODIUM CHLORIDE|SODIUM CHLORIDE 14.6%|SODIUM CHLORIDE 23.4%|SODIUM CHLORIDE SOLUTION|SODIUM CHLORIDE, HYPERTONIC|STERAC|STERI-WASH|STERIJET|SYRISAL|Sodium Chloride, Hypertonic|TOPICLENS|TUBILUX|Table Salt|URIFLEX-S|URIFLEX-SP|UROCLENS|VITACLEAN";"Small molecule";"4";"58.44";"15";"136";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"57.9586";"None";"ClNa";"[Cl-].[Na+]";"FAPWRFPIFSIZLT-UHFFFAOYSA-M"
"CHEMBL729";"LOPINAVIR";"A-157378-0|A-157378.0|ABT-378|ALUVIRAN|KOLETRA|Kaletra|LOPINAVIR|LOPINAVIR, (S-(2S,4S,5S))-|LOPINAVIR-|LOPINAVIRUM";"Small molecule";"4";"628.81";"67";"840";"4.33";"120.00";"5";"4";"1";"15";"N";"0.20";"13.39";"None";"4.69";"4.69";"3";"MOL";"0";"46";"9";"4";"1";"628.3625";"NEUTRAL";"C37H48N4O5";"Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O";"KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CHEMBL848";"LENALIDOMIDE";"CC-5013|CDC-501|LENALIDOMIDE|NSC-747972|Revlimid|SYP-1512";"Small molecule";"4";"259.26";"615";"825";"0.03";"92.50";"4";"2";"0";"1";"N";"0.55";"11.61";"2.31";"-0.71";"-0.71";"1";"MOL";"0";"19";"6";"3";"0";"259.0957";"NEUTRAL";"C13H13N3O3";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"GOTYRUGSSMKFNF-UHFFFAOYSA-N"
"CHEMBL3989607";"DROXINAVIR HYDROCHLORIDE";"DROXINAVIR HCL|DROXINAVIR HYDROCHLORIDE|SC-55389A";"Small molecule";"0";"570.22";"";"";"2.68";"122.80";"5";"5";"1";"13";"N";"0.27";"12.55";"8.50";"2.67";"1.54";"1";"MOL";"0";"38";"9";"5";"1";"533.3941";"BASE";"C29H52ClN5O4";"CNCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CCC(C)C)C(=O)NC(C)(C)C)C(C)(C)C.Cl";"IYKXRORSPVZSHP-ZELIPEIJSA-N"
"CHEMBL2146090";"DANOPREVIR SODIUM";"DANOPREVIR SODIUM|ITMN-191|R-7227|R7227|RO5190591-001";"Small molecule";"0";"753.83";"";"";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"ACID";"C35H45FN5NaO9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)[N-]S(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O.[Na+]";"GXYYUDQAGCVAGJ-HHGSPMIASA-M"
"CHEMBL1504";"TRIAMCINOLONE ACETONIDE";"ADCORTYL|ADCORTYL IN ORABASE|ALLERNAZE|ARISTOCORT A|ARISTOGEL|AUDICORT|AUREOCORT|Aristocort|Azmacort|FLUTEX|FX-006|FX006|GPPE EAR DPS CAP|GPPE EAR OINT|KENACORT|KENALOG IN ORABASE|KENALOG-10|KENALOG-40|KENALOG-80|KENALOG-H|Kenacourt|Kenalog|NASACORT ALLERGY 24 HOUR|NASACORT AQ|NASACORT HFA|NSC-21916|NYSTADERMAL|Nasacort|Oracort|Oralone|PEVARYL T.C.|REMIDERM|REMOTIC|SILDERM|TRI-ADCORTYL|TRIACORT|TRIAMCINOLONE ACETONIDE|TRIAMCINOLONE ACETONIDE IN ABSORBASE|TRIATEX|TRIESENCE|TRIVARIS|TRYMEX|Tri-nasal|Triacet|Triamcinolone Acetonide|Triderm|Vetalog|ZILRETTA";"Small molecule";"4";"434.50";"147";"349";"2.42";"93.06";"6";"2";"0";"2";"N";"0.69";"13.40";"None";"1.94";"1.94";"0";"MOL";"0";"31";"6";"2";"0";"434.2105";"NEUTRAL";"C24H31FO6";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"YNDXUCZADRHECN-JNQJZLCISA-N"
"CHEMBL106";"FLUCONAZOLE";"ALKANAZOLE|BAYT-006267|BAYT006267|CANESTEN ORAL|DIFLUCAN IN SODIUM CHLORIDE|DIFLUCAN ONE|DIFLUCONAZOLE|Diflucan|FLUCONAZOLE|FLUCONAZOLE IN SODIUM CHLORIDE|FLUCONAZOLI|NSC-758661|Triflucan|UK-49,858|UK-49858|ZOLTEC";"Small molecule";"4";"306.28";"359";"7969";"0.74";"81.65";"7";"1";"0";"5";"N";"0.75";"12.68";"2.30";"0.56";"0.56";"3";"MOL";"0";"22";"7";"1";"0";"306.1041";"NEUTRAL";"C13H12F2N6O";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"RFHAOTPXVQNOHP-UHFFFAOYSA-N"
"CHEMBL282042";"SAQUINAVIR MESYLATE";"FORTOVASE|Invirase|RO 31-8959/003|RO-318959003|Ro-31-8959-003|SAQUINAVIR MESILATE|SAQUINAVIR MESYLATE|SAQUINAVIR METHANESULFONATE SALT";"Small molecule";"4";"766.96";"44";"105";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C39H54N6O8S";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O";"IRHXGOXEBNJUSN-YOXDLBRISA-N"
"CHEMBL599872";"VANIPREVIR";"MK-7009|VANIPREVIR";"Small molecule";"3";"755.93";"";"";"3.67";"180.52";"9";"3";"1";"6";"N";"0.37";"3.77";"None";"3.85";"2.90";"1";"MOL";"0";"53";"14";"3";"2";"755.3564";"ACID";"C38H53N5O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1";"HPAPGONEMPZXMM-ONAXAZCASA-N"
"CHEMBL4297497";"SISUNATOVIR";"RV-521|RV521|SISUNATOVIR";"Small molecule";"2";"446.45";"12";"85";"4.56";"64.15";"4";"1";"0";"6";"N";"0.57";"None";"9.08";"3.66";"2.00";"3";"MOL";"0";"32";"5";"2";"0";"446.1730";"BASE";"C23H22F4N4O";"NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F";"JOPCJJSYRPUEDS-UHFFFAOYSA-N"
"CHEMBL178";"DAUNORUBICIN";"Cerubidine|DAUNOMYCIN|DAUNORUBICIN|DAUNOXOME|Daunoxome|EPIRUBICIN HYDROCHLORIDE IMPURITY, DAUNORUBICIN-|FI 6339|FI-6339|NSC-83142|RP 13057|RP-13057|VALRUBICIN IMPURITY, DAUNORUBICIN";"Small molecule";"4";"527.53";"269";"1958";"1.03";"185.84";"11";"5";"2";"4";"N";"0.31";"8.00";"9.09";"1.34";"0.91";"2";"MOL";"0";"38";"11";"6";"3";"527.1791";"BASE";"C27H29NO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"STQGQHZAVUOBTE-VGBVRHCVSA-N"
"CHEMBL4297647";"FURAPREVIR";"FURAPREVIR|TG-2349";"Small molecule";"3";"897.06";"";"";"6.61";"208.36";"12";"3";"3";"10";"N";"0.14";"3.74";"0.59";"6.50";"5.44";"4";"MOL";"0";"64";"16";"3";"3";"896.3779";"ACID";"C47H56N6O10S";"CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1";"GZRNOYTVBWWFLJ-NTPALUMKSA-N"
"CHEMBL501849";"SIMEPREVIR";"OLYSIO|SIMEPREVIR|TMC 435|TMC 435350|TMC-435|TMC-435350|TMC435|TMC435350";"Small molecule";"4";"749.96";"26";"270";"5.25";"156.89";"10";"2";"2";"8";"N";"0.29";"3.77";"1.60";"4.56";"3.61";"3";"MOL";"0";"52";"12";"2";"3";"749.2917";"ACID";"C38H47N5O7S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C";"JTZZSQYMACOLNN-VDWJNHBNSA-N"
"CHEMBL2103936";"TIPRANAVIR DISODIUM";"PNU-140690E|TIPRANAVIR DISODIUM|TIPRANAVIR SODIUM";"Small molecule";"0";"646.64";"";"";"7.33";"105.59";"6";"2";"2";"11";"N";"0.22";"4.43";"None";"7.14";"3.45";"3";"MOL";"0";"42";"7";"2";"2";"602.2062";"ACID";"C31H31F3N2Na2O5S";"CCC[C@@]1(CCc2ccccc2)CC([O-])=C([C@H](CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1.[Na+].[Na+]";"ZBWMQTUSVWBMQE-KPHXKKTMSA-M"
