"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL786";"TAMOXIFEN CITRATE";"EMBLON|FENTAMOX 10|FENTAMOX 20|I.C.I.46474 CITRATE|ICI 46,474|ICI-46474|KENTADEX|KESSAR|KESSAR 10|KESSAR 20|Kessar|NOLTAM|NOLVADEX D|NOLVADEX FTE|NOURYTAM|NSC-180973|NSC-757345|Nolvadex|OESTRIFEN-10|OESTRIFEN-20|OESTRIFEN-40|Soltamox|TAMOFEN|TAMOFENE|TAMOXIFEN CITRATE|TAMOXIFENI CITRAS|TOMAXASTA|ZEMIDE|ZITAZONIUM|Zynoplex";"Small molecule";"4";"563.65";"149";"390";"6.00";"12.47";"2";"0";"1";"8";"N";"0.45";"None";"8.76";"6.35";"4.97";"3";"MOL";"0";"28";"2";"0";"1";"371.2249";"BASE";"C32H37NO8";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"FQZYTYWMLGAPFJ-OQKDUQJOSA-N"
"CHEMBL192";"SILDENAFIL";"APHRODIL|HIP-0908|HIP0908|NIPATRA|PATREX|REVATIO|SILDENAFIL|SILDENAFIL ACTAVIS|SILDENAFIL RATIOPHARM|SILDENAFIL TEVA|Sildenafil|UK-92480|VIAGRA|VIZARSIN";"Small molecule";"4";"474.59";"190";"1554";"1.61";"113.42";"8";"1";"0";"7";"N";"0.55";"7.63";"5.98";"1.23";"1.16";"3";"MOL";"0";"33";"10";"1";"0";"474.2049";"NEUTRAL";"C22H30N6O4S";"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12";"BNRNXUUZRGQAQC-UHFFFAOYSA-N"
"CHEMBL175691";"RILPIVIRINE";"EDURANT|R 278474|R-278474|R278474|RILPIVIRINE|TMC-278|TMC278";"Small molecule";"4";"366.43";"33";"729";"4.99";"97.42";"6";"2";"0";"5";"N";"0.62";"11.43";"4.44";"5.47";"5.47";"3";"MOL";"0";"28";"6";"2";"0";"366.1593";"NEUTRAL";"C22H18N6";"Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1";"YIBOMRUWOWDFLG-ONEGZZNKSA-N"
"CHEMBL2111108";"TARIBAVIRIN";"TARIBAVIRIN";"Small molecule";"3";"243.22";"4";"4";"-2.83";"150.50";"8";"5";"0";"3";"N";"0.28";"12.42";"5.34";"-2.54";"-2.54";"1";"MOL";"0";"17";"9";"6";"1";"243.0968";"NEUTRAL";"C8H13N5O4";"N=C(N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"NHKZSTHOYNWEEZ-AFCXAGJDSA-N"
"CHEMBL1276308";"MIFEPRISTONE";"KORLYM|MIFEGYNE|MIFEPRISTONE|Mifeprex|NSC-759862|RU 38486|RU 486|RU-38486|RU-486|RU486";"Small molecule";"4";"429.60";"214";"1556";"5.41";"40.54";"3";"1";"1";"2";"N";"0.64";"12.87";"4.89";"5.13";"5.13";"1";"MOL";"0";"32";"3";"1";"1";"429.2668";"NEUTRAL";"C29H35NO2";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C";"VKHAHZOOUSRJNA-GCNJZUOMSA-N"
"CHEMBL1643";"RIBAVIRIN";"COTRONAK|Copegus|NSC-163039|RIBAVARIN|RIBAVIRIN|RIBAVIRIN BIOPARTNERS|RIBAVIRIN MYLAN|RIBAVIRIN TEVA|Rebetol|RibaPak|Ribasphere|Ribofluranosyl Carboxamide|SCH 18908|SCH-18908|TRIBAVIRIN|Tribavirin|VIRAZID|Viramid|Virazole";"Small molecule";"4";"244.21";"318";"3498";"-3.01";"143.72";"8";"4";"0";"3";"N";"0.44";"11.88";"None";"-2.77";"-2.77";"1";"MOL";"0";"17";"9";"5";"0";"244.0808";"NEUTRAL";"C8H12N4O5";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"IWUCXVSUMQZMFG-AFCXAGJDSA-N"
"CHEMBL1118";"DESVENLAFAXINE";"D-VENIZ|DESVENLAFAXINE|KHEDEZLA|MDD-XR|NEWVEN|O-DESMETHYLVENLAFAXINE|ODV|Pristiq";"Small molecule";"4";"263.38";"23";"68";"2.73";"43.70";"3";"2";"0";"4";"N";"0.88";"10.11";"8.87";"2.29";"1.07";"1";"MOL";"0";"19";"3";"2";"0";"263.1885";"BASE";"C16H25NO2";"CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1";"KYYIDSXMWOZKMP-UHFFFAOYSA-N"
"CHEMBL64391";"ITRACONAZOLE";"CANDISTAT|CANDITRAL|CLADOSAL 100|FUNGITRAXX|ITRAC|ITRACONAZOLE|ITRALEK|ITRAZOLE|ITRIZOLE|NSC-759239|ONMEL|ORUNGAL|R 51,211|R-51211|SEMPERA|SPHERAZOLE CR|SPHERAZOLE IR|SPORAMELT|SPORANOX I.V.|SPORANOX-PULSE|SPORONOX|Sporanos|Sporanox|TOLSURA|TRACONAL|TRIASPORIN";"Small molecule";"4";"705.65";"311";"3321";"5.58";"104.70";"12";"0";"3";"11";"N";"0.17";"None";"3.91";"7.31";"7.31";"5";"MOL";"0";"49";"12";"0";"3";"704.2393";"NEUTRAL";"C35H38Cl2N8O4";"CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O";"VHVPQPYKVGDNFY-UHFFFAOYSA-N"
"CHEMBL511142";"BUPRENORPHINE";"ALKS-5461 COMPONENT BUPRENORPHINE|BRIXADI|BUPEAZE|BUPLAST|BUPRENORPHIN|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|SUBOXONE|TEMGESIC|TEPHINE|TRANSTEC";"Small molecule";"4";"467.65";"47";"264";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"BASE";"C29H41NO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"RMRJXGBAOAMLHD-CTAPUXPBSA-N"
"CHEMBL2220442";"FLUVASTATIN";"FLUVAS|FLUVASTATIN|NSC-758896";"Small molecule";"4";"411.47";"132";"1073";"4.63";"82.69";"4";"3";"0";"8";"N";"0.50";"4.54";"None";"3.83";"1.05";"3";"MOL";"0";"30";"5";"3";"0";"411.1846";"ACID";"C24H26FNO4";"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21";"FJLGEFLZQAZZCD-VAWYXSNFSA-N"
"CHEMBL660";"AMANTADINE";"AMANTADINE|AMANTIDINE|Amantadine|NSC-341865|Symadine|Symmetrel|TCMDC-125869";"Small molecule";"4";"151.25";"180";"1377";"1.91";"26.02";"1";"1";"0";"0";"Y";"0.56";"None";"10.71";"1.47";"-1.38";"0";"MOL";"0";"11";"1";"2";"0";"151.1361";"BASE";"C10H17N";"NC12CC3CC(CC(C3)C1)C2";"DKNWSYNQZKUICI-UHFFFAOYSA-N"
"CHEMBL1743757";"VALOPICITABINE DIHYDROCHLORIDE";"NM-283 DIHYDROCHLORIDE|NM283|VALOPICITABINE DIHYDROCHLORIDE";"Small molecule";"2";"429.30";"5";"14";"-1.64";"162.92";"10";"4";"0";"5";"N";"0.45";"12.59";"7.48";"-1.54";"-1.88";"1";"MOL";"0";"25";"10";"6";"1";"356.1696";"NEUTRAL";"C15H26Cl2N4O6";"CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O.Cl.Cl";"XENHXZMAOSTXGD-DSMKLBDQSA-N"
"CHEMBL3707372";"VOXILAPREVIR";"GS-9857|VOXILAPREVIR";"Small molecule";"4";"861.02";"";"";"5.35";"195.22";"11";"3";"3";"8";"N";"0.31";"3.75";"None";"5.77";"4.83";"2";"MOL";"0";"60";"15";"3";"3";"860.3954";"ACID";"C42H58F2N6O9S";"CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(C)C)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O";"MKDALIOACIEUJM-XCFCBFDASA-N"
"CHEMBL713";"ENTECAVIR";"ANHYDROUS ENTECAVIR|BMS-200475-01|Baraclude|ENTECAVIR|ENTECAVIR ANHYDROUS|ENTECAVIR HYDRATE|ENTECAVIR MONOHYDRATE|SQ-34676|SQ34676";"Small molecule";"4";"277.28";"25";"303";"-0.83";"130.05";"7";"4";"0";"2";"N";"0.53";"10.17";"0.74";"-1.96";"-1.96";"2";"MOL";"0";"20";"8";"5";"0";"277.1175";"NEUTRAL";"C12H15N5O3";"C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO";"QDGZDCVAUDNJFG-FXQIFTODSA-N"
"CHEMBL1209734";"BMS-986094";"BMS-986094|INX 08189|INX-08189|INX-089|INX-189";"Small molecule";"2";"658.65";"15";"44";"3.35";"202.40";"14";"4";"2";"11";"N";"0.13";"10.23";"4.47";"3.08";"3.08";"4";"MOL";"0";"46";"15";"5";"2";"658.2516";"NEUTRAL";"C30H39N6O9P";"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O";"YFXGICNMLCGLHJ-RSKRLRQZSA-N"
"CHEMBL461101";"ELTROMBOPAG";"ELTROMBOPAG|REVOLADE|SB497115";"Small molecule";"4";"442.48";"25";"85";"4.56";"114.59";"6";"3";"0";"5";"N";"0.40";"3.97";"None";"6.03";"1.28";"3";"MOL";"0";"33";"8";"3";"0";"442.1641";"ACID";"C25H22N4O4";"CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O";"XDXWLKQMMKQXPV-QYQHSDTDSA-N"
"CHEMBL1508";"ESCITALOPRAM";"CIPRALEX|ESCITALOPRAM|ESERTIA|ESITOL|Escitalopram|LU-26-054";"Small molecule";"4";"324.40";"27";"101";"3.81";"36.26";"3";"0";"0";"5";"N";"0.84";"None";"9.78";"3.76";"1.41";"2";"MOL";"0";"24";"3";"0";"0";"324.1638";"BASE";"C20H21FN2O";"CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21";"WSEQXVZVJXJVFP-FQEVSTJZSA-N"
"CHEMBL1456";"MYCOPHENOLATE MOFETIL";"ARZIP|Cellcept|MYCLAUSEN|MYCOPHENOLATE MOFETIL|MYCOPHENOLIC ACID 2-(4-MORPHOLINYL)ETHYL ESTER|MYCOPHENYLATE MOFETIL|MYFENAX|NSC-724229|NSC-758905|RS-61443";"Small molecule";"4";"433.50";"126";"765";"2.52";"94.53";"8";"1";"0";"9";"N";"0.47";"9.76";"6.19";"3.47";"3.45";"1";"MOL";"0";"31";"8";"1";"0";"433.2101";"NEUTRAL";"C23H31NO7";"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2";"RTGDFNSFWBGLEC-SYZQJQIISA-N"
"CHEMBL4093031";"BMS-929075";"BMS-929075";"Small molecule";"1";"538.55";"22";"57";"5.92";"97.12";"5";"2";"2";"6";"N";"0.28";"None";"0.43";"4.99";"4.99";"5";"MOL";"0";"40";"7";"2";"2";"538.1816";"NEUTRAL";"C31H24F2N4O3";"CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12";"LZAUGCMVNLZVJV-UHFFFAOYSA-N"
"CHEMBL4297353";"AZD-7295";"AZD 7295|AZD-7295|AZD7295";"Small molecule";"1";"644.72";"";"";"5.71";"108.05";"6";"2";"2";"11";"N";"0.28";"None";"6.05";"5.70";"5.68";"3";"MOL";"0";"45";"9";"2";"2";"644.2280";"NEUTRAL";"C32H35F3N4O5S";"CCCS(=O)(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(-c4cc(NC(=O)C5CC5)ccc4OC(F)(F)F)cc3)cc2)CC1";"MAQDQJWCSSCURR-UHFFFAOYSA-N"
"CHEMBL2105721";"NIVOCASAN";"GS-9450|LB-84451|LB84451|NIVOCASAN";"Small molecule";"2";"415.42";"";"";"1.84";"110.11";"7";"2";"0";"5";"N";"0.72";"10.29";"2.87";"2.26";"2.26";"2";"MOL";"0";"30";"8";"2";"0";"415.1543";"NEUTRAL";"C21H22FN3O5";"CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1";"VYFGDLGHHBUDTQ-ZLGUVYLKSA-N"
"CHEMBL2303621";"DACLATASVIR DIHYDROCHLORIDE";"BMS 790052-05|BMS-790052-05|DACLATASVIR DIHYDROCHLORIDE|DACLATASVIR HYDROCHLORIDE|DAKLINZA";"Small molecule";"4";"811.81";"";"";"6.22";"174.64";"8";"4";"2";"11";"N";"0.14";"11.15";"6.09";"4.18";"4.16";"4";"MOL";"0";"54";"14";"4";"3";"738.3853";"NEUTRAL";"C40H52Cl2N8O6";"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl";"BVZLLUDATICXCI-JMSCDMLISA-N"
"CHEMBL2013174";"VEDROPREVIR";"GS-9451|VEDROPREVIR";"Small molecule";"2";"910.53";"17";"52";"6.20";"193.78";"13";"4";"3";"16";"N";"0.13";"3.42";"5.74";"3.45";"2.46";"3";"MOL";"0";"63";"16";"4";"3";"909.3862";"ACID";"C45H60ClN7O9S";"CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O";"OTXAMWFYPMNDME-FQQWJMKMSA-N"
"CHEMBL2063090";"GRAZOPREVIR";"GRAZOPREVIR|GRAZOPREVIR HYDRATE|GRAZOPREVIR MONOHYDRATE|MK-5172|MK-5172 ANHYDROUS|MK-5172 MONOHYDRATE";"Small molecule";"4";"766.92";"13";"88";"3.30";"195.22";"11";"3";"2";"7";"N";"0.35";"3.77";"1.79";"3.35";"2.50";"2";"MOL";"0";"54";"15";"3";"2";"766.3360";"ACID";"C38H50N6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1";"OBMNJSNZOWALQB-NCQNOWPTSA-N"
"CHEMBL1200574";"SODIUM CHLORIDE";"0.9% NACL|0.9% SALINE|0.9% SALINE SOLUTION|10% SODIUM CHLORIDE INJECTION|AQSIA (BALANCED SALT SOLN)|ASKINA|ASKINA JET|B1655|BALANCED SALT|BRONCHO SALINE|BSS (BALANCED SALT SOLN)|FLOWFUSOR|FRESENIUS|HYPROMELLOSE IN RINGERS SOLN|IOCARE (BALANCED SALT SOLN)|IRRICLENS|ISOT SALINE|ISOTONIC|ISOTONIC SALINE|LABMIST|LOCKES|LS-1700|MACOPERF|MINIVERSOL|MURO 128|NACL 0.9%|NINE LIVES|NORMAL SALINE|NORMASOL|NSC-77364|OFT CUSI ANTIEDEMA|OPTIFLO S|PHYSIOMER|RINGER'S|RINGER-LOCKE|RNS-60 COMPONENT SALINE|RNS60 COMPONENT SALINE|S-CHLOR SF|SALEX|SALINE|SALINE SOLUTION|SALINE STERIPOULE|SALINEX|SEA WATER|SLOW SOD|SODICLOR|SODIUM CHLORIDE|SODIUM CHLORIDE 14.6%|SODIUM CHLORIDE 23.4%|SODIUM CHLORIDE SOLUTION|SODIUM CHLORIDE, HYPERTONIC|STERAC|STERI-WASH|STERIJET|SYRISAL|Sodium Chloride, Hypertonic|TOPICLENS|TUBILUX|Table Salt|URIFLEX-S|URIFLEX-SP|UROCLENS|VITACLEAN";"Small molecule";"4";"58.44";"15";"136";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"57.9586";"None";"ClNa";"[Cl-].[Na+]";"FAPWRFPIFSIZLT-UHFFFAOYSA-M"
"CHEMBL729";"LOPINAVIR";"A-157378-0|A-157378.0|ABT-378|ALUVIRAN|KOLETRA|Kaletra|LOPINAVIR|LOPINAVIR, (S-(2S,4S,5S))-|LOPINAVIR-|LOPINAVIRUM";"Small molecule";"4";"628.81";"67";"840";"4.33";"120.00";"5";"4";"1";"15";"N";"0.20";"13.39";"None";"4.69";"4.69";"3";"MOL";"0";"46";"9";"4";"1";"628.3625";"NEUTRAL";"C37H48N4O5";"Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O";"KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CHEMBL1487";"ATORVASTATIN";"ATORVASTATIN|Atorvastatin|CARDYL|LIPITOR|PREVENCOR|SORTIS|TAHOR|ZARATOR";"Small molecule";"4";"558.65";"152";"1209";"6.31";"111.79";"5";"4";"2";"12";"N";"0.16";"4.31";"None";"5.39";"2.43";"4";"MOL";"0";"41";"7";"4";"2";"558.2530";"ACID";"C33H35FN2O5";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O";"XUKUURHRXDUEBC-KAYWLYCHSA-N"
"CHEMBL1076263";"SETROBUVIR";"ANA-598|ANA598|RO-5466731|RO5466731|SETROBUVIR";"Small molecule";"2";"560.63";"7";"19";"2.98";"145.24";"7";"3";"1";"5";"N";"0.51";"5.50";"None";"0.78";"-1.12";"2";"MOL";"0";"38";"10";"3";"1";"560.1200";"ACID";"C25H25FN4O6S2";"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2";"DEKOYVOWOVJMPM-RLHIPHHXSA-N"
"CHEMBL1389";"LEVONORGESTREL";"ATHENTIA NEXT|BAY86-5028|EMERRES|EMERRES UNA|EZINELLE|FALLBACK SOLO|HER STYLE|ISTERANDA|JADELLE|JAYDESS|KYLEENA|LEVONELLE|LEVONELLE ONE STEP|LEVONELLE-2|LEVONORGESTREL|LEVONORGESTRELUM|LEVOSERT|LILETTA|MICROVAL|Mirena|NORGESTON|NORGESTREL (-)-FORM|NORGESTREL, (-)-|NSC-744007|Norplant|Norplant ii|Norplant system|OPCICON ONE-STEP|Ovrette|PLAN B ONE-STEP|POSTINOR-2|Plan b|SKYLA|UPOSTELLE|WY-5104";"Small molecule";"4";"312.45";"21";"84";"3.88";"37.30";"2";"1";"0";"1";"N";"0.75";"None";"None";"3.66";"3.66";"0";"MOL";"0";"23";"2";"1";"0";"312.2089";"NEUTRAL";"C21H28O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC";"WWYNJERNGUHSAO-XUDSTZEESA-N"
"CHEMBL1673159";"VCH-759";"VCH-759";"Small molecule";"1";"463.58";"4";"7";"5.58";"77.84";"4";"2";"1";"5";"N";"0.64";"3.56";"None";"5.10";"1.75";"2";"MOL";"0";"31";"5";"2";"1";"441.1974";"ACID";"C25H30NNaO4S";"CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)[O-])C2CCC(O)CC2)CC1.[Na+]";"SSERCMQZZYTNBY-UHFFFAOYSA-M"
