"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL290001";"";"";"Small molecule";"0";"722.01";"3";"8";"4.15";"174.96";"8";"6";"2";"20";"N";"0.12";"12.39";"None";"4.41";"4.41";"1";"MOL";"-1";"50";"12";"6";"3";"721.4448";"NEUTRAL";"C37H63N5O7S";"CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C";"OTAKXFOXYSLTCG-KNSFHFJMSA-N"
"CHEMBL51386";"";"";"Small molecule";"0";"894.10";"1";"3";"0.47";"298.53";"11";"10";"3";"28";"N";"0.05";"3.55";"None";"0.46";"-5.96";"1";"MOL";"-1";"62";"19";"10";"3";"893.4568";"ACID";"C42H67N7O12S";"CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C";"IUBJRDXEGAYCQB-VZVVEHFOSA-N"
"CHEMBL4297647";"FURAPREVIR";"FURAPREVIR|TG-2349";"Small molecule";"3";"897.06";"";"";"6.61";"208.36";"12";"3";"3";"10";"N";"0.14";"3.74";"0.59";"6.50";"5.44";"4";"MOL";"0";"64";"16";"3";"3";"896.3779";"ACID";"C47H56N6O10S";"CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1";"GZRNOYTVBWWFLJ-NTPALUMKSA-N"
"CHEMBL501849";"SIMEPREVIR";"OLYSIO|SIMEPREVIR|TMC 435|TMC 435350|TMC-435|TMC-435350|TMC435|TMC435350";"Small molecule";"4";"749.96";"26";"270";"5.25";"156.89";"10";"2";"2";"8";"N";"0.29";"3.77";"1.60";"4.56";"3.61";"3";"MOL";"0";"52";"12";"2";"3";"749.2917";"ACID";"C38H47N5O7S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C";"JTZZSQYMACOLNN-VDWJNHBNSA-N"
"CHEMBL2103936";"TIPRANAVIR DISODIUM";"PNU-140690E|TIPRANAVIR DISODIUM|TIPRANAVIR SODIUM";"Small molecule";"0";"646.64";"";"";"7.33";"105.59";"6";"2";"2";"11";"N";"0.22";"4.43";"None";"7.14";"3.45";"3";"MOL";"0";"42";"7";"2";"2";"602.2062";"ACID";"C31H31F3N2Na2O5S";"CCC[C@@]1(CCc2ccccc2)CC([O-])=C([C@H](CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1.[Na+].[Na+]";"ZBWMQTUSVWBMQE-KPHXKKTMSA-M"
"CHEMBL2107774";"ROBENACOXIB";"CGS 34975|ONSIOR|ROBENACOXIB";"Small molecule";"0";"327.28";"";"";"4.18";"49.33";"2";"2";"0";"5";"N";"0.64";"3.65";"None";"4.58";"1.26";"2";"MOL";"0";"23";"3";"2";"0";"327.0882";"ACID";"C16H13F4NO2";"CCc1ccc(Nc2c(F)c(F)cc(F)c2F)c(CC(=O)O)c1";"ZEXGDYFACFXQPF-UHFFFAOYSA-N"
"CHEMBL261131";"DIACYLGLYCEROL KINASE INHIBITOR II";"Diacylglycerol Kinase Inhibitor Ii";"Small molecule";"0";"489.59";"266";"559";"5.94";"41.03";"4";"1";"1";"5";"N";"0.35";"6.67";"7.73";"5.76";"5.79";"4";"MOL";"-1";"35";"4";"1";"1";"489.1686";"NEUTRAL";"C28H25F2N3OS";"O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"ZCNBZFRECRPCKU-UHFFFAOYSA-N"
"CHEMBL179583";"";"";"Small molecule";"0";"363.80";"262";"559";"4.77";"81.00";"3";"2";"0";"4";"N";"0.55";"11.08";"4.40";"4.24";"4.24";"4";"MOL";"-1";"26";"5";"3";"0";"363.0775";"NEUTRAL";"C20H14ClN3O2";"NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1";"UXGJAOIJSROTTN-UHFFFAOYSA-N"
"CHEMBL1200739";"SULFUR, PRECIPITATED";"";"Small molecule";"0";"34.08";"11";"40";"0.11";"0.00";"0";"0";"0";"0";"Y";"0.36";"None";"None";"-0.04";"-0.72";"0";"MOL";"-1";"1";"0";"0";"0";"33.9877";"None";"H2S";"S";"RWSOTUBLDIXVET-UHFFFAOYSA-N"
"CHEMBL2105690";"NAVITOCLAX DIHYDROCHLORIDE";"A-855071.3|NAVITOCLAX DIHYDROCHLORIDE";"Small molecule";"0";"1047.56";"";"";"8.83";"128.36";"11";"2";"3";"16";"N";"0.10";"4.23";"8.29";"8.06";"8.10";"4";"MOL";"0";"65";"11";"2";"3";"973.2955";"ACID";"C47H57Cl3F3N5O6S3";"CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1.Cl.Cl";"WDVGRPCSLPVWKC-VROLVAQFSA-N"
"CHEMBL4650219";"OCAROCOXIB TROMETHAMINE";"OCAROCOXIB TROMETHAMINE";"Small molecule";"0";"449.30";"";"";"3.38";"55.76";"3";"1";"0";"2";"N";"0.85";"2.75";"None";"4.06";"0.56";"1";"MOL";"0";"22";"4";"1";"0";"328.0170";"ACID";"C16H17F6NO7";"NC(CO)(CO)CO.O=C(O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F";"MWZUJRVBVVSULF-UHFFFAOYSA-N"
"CHEMBL3651710";"";"";"Small molecule";"0";"421.37";"1";"1";"3.78";"69.92";"6";"1";"0";"7";"N";"0.63";"None";"None";"3.84";"3.84";"3";"MOL";"-1";"30";"6";"1";"0";"421.1137";"NEUTRAL";"C21H18F3NO5";"COc1cc(-n2ccc(-c3ccc(OC(F)(F)F)cc3)cc2=O)ccc1OCCO";"JCLKKRZMUZBICB-UHFFFAOYSA-N"
"CHEMBL1290459";"OCAROCOXIB";"OCAROCOXIB";"Small molecule";"0";"328.16";"3";"3";"3.38";"55.76";"3";"1";"0";"2";"N";"0.85";"2.75";"None";"4.06";"0.56";"1";"MOL";"0";"22";"4";"1";"0";"328.0170";"ACID";"C12H6F6O4";"O=C(O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F";"CSOISVJKLBMNCK-UHFFFAOYSA-N"
"CHEMBL457726";"";"";"Small molecule";"0";"442.61";"6";"10";"6.03";"87.05";"5";"2";"1";"5";"N";"0.47";"None";"7.29";"6.63";"6.38";"3";"MOL";"-1";"33";"5";"4";"1";"442.2733";"NEUTRAL";"C28H34N4O";"COc1cc(-c2c(C(C)C)cccc2C(C)C)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1";"VOTVRUAOKKCDKI-UHFFFAOYSA-N"
"CHEMBL518179";"";"";"Small molecule";"0";"577.75";"5";"6";"3.51";"151.60";"6";"4";"1";"12";"N";"0.19";"9.81";"11.49";"2.52";"-1.94";"3";"MOL";"-1";"41";"9";"6";"2";"577.2723";"BASE";"C31H39N5O4S";"CCOc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1";"FKQDSIMOEGWTEY-UHFFFAOYSA-N"
"CHEMBL78946";"";"OM99-2";"Small molecule";"0";"893.01";"6";"51";"-1.74";"375.84";"12";"12";"3";"29";"N";"0.04";"3.49";"8.15";"-4.47";"-10.51";"1";"MOL";"-1";"63";"22";"14";"3";"892.4542";"ACID";"C41H64N8O14";"CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"NIOCOJFPGCXNKL-ZKZXETMPSA-N"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N"
"CHEMBL1231821";"HYDROCHLORIC ACID";"ACIDUM HYDROCHLORICUM|ACIDUM HYDROCHLORICUM DILUTUM|ANHYDROUS HYDROCHLORIC ACID|BAUME HCL|DILUTE HYDROCHLORIC ACID|DILUTED HYDROCHLORIC ACID|E-507|E507|ENPLATE PO 236|HYDROCHLORIC ACID|HYDROCHLORIC ACID, DILUTED|ICON ETCH|INS NO.507|INS-507|MURIATIC ACID|MURIATICUM ACIDUM|NSC-77365";"Small molecule";"0";"36.46";"15";"59";"0.42";"0.00";"0";"0";"0";"0";"Y";"0.37";"-7.00";"None";"0.61";"0.83";"0";"MOL";"0";"1";"0";"0";"0";"35.9767";"ACID";"HCl";"Cl";"VEXZGXHMUGYJMC-UHFFFAOYSA-N"
"CHEMBL28527";"MAVACOXIB";"MAVACOXIB|PHA 739,521|PHA-739521|TROCOXIL";"Small molecule";"0";"385.34";"5";"11";"3.34";"77.98";"4";"1";"0";"3";"N";"0.70";"10.60";"None";"3.64";"3.64";"3";"MOL";"0";"26";"5";"2";"0";"385.0508";"NEUTRAL";"C16H11F4N3O2S";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1";"TTZNQDOUNXBMJV-UHFFFAOYSA-N"
"CHEMBL2170440";"";"";"Small molecule";"0";"331.34";"1";"5";"3.53";"110.93";"6";"3";"0";"5";"N";"0.66";"3.48";"5.32";"2.90";"1.00";"3";"MOL";"-1";"25";"7";"3";"0";"331.1069";"ACID";"C18H13N5O2";"N#Cc1ccccc1Nc1ccnc(Nc2ccc(C(=O)O)cc2)n1";"MEKVNSMGVQRYJI-UHFFFAOYSA-N"
"CHEMBL257590";"";"";"Small molecule";"0";"371.38";"2";"5";"2.61";"53.51";"4";"0";"0";"3";"N";"0.83";"None";"5.47";"3.02";"3.01";"2";"MOL";"-1";"25";"5";"0";"0";"371.0915";"NEUTRAL";"C16H16F3N3O2S";"O=S(=O)(c1ccccc1)N1CCN(c2ncccc2C(F)(F)F)CC1";"RNOYTDIICXQMFU-UHFFFAOYSA-N"
"CHEMBL2381408";"SAR-405838";"MI-77301|SAR 405838|SAR-405838|SAR405838";"Small molecule";"1";"562.51";"9";"39";"5.30";"90.46";"4";"4";"2";"4";"N";"0.41";"12.88";"8.99";"5.08";"3.49";"2";"MOL";"0";"38";"6";"4";"2";"561.1961";"BASE";"C29H34Cl2FN3O3";"CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12";"IDKAKZRYYDCJDU-HBMMIIHUSA-N"
"CHEMBL2170434";"";"";"Small molecule";"0";"374.32";"1";"5";"4.68";"87.14";"5";"3";"0";"5";"N";"0.60";"3.48";"5.34";"3.92";"2.03";"3";"MOL";"-1";"27";"6";"3";"0";"374.0991";"ACID";"C18H13F3N4O2";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3C(F)(F)F)n2)cc1";"QFNWNXOHCUAEBM-UHFFFAOYSA-N"
"CHEMBL84336";"THIOCYANIC ACID";"Thiocyanate";"Small molecule";"0";"59.09";"14";"31";"0.40";"23.79";"2";"1";"0";"0";"Y";"0.32";"0.50";"None";"0.51";"-0.64";"0";"MOL";"-1";"3";"1";"0";"0";"58.9830";"ACID";"CHNS";"N#CS";"ZMZDMBWJUHKJPS-UHFFFAOYSA-N"
"CHEMBL1200678";"ATAZANAVIR SULFATE";"ATAZANAVIR SO4|ATAZANAVIR SULFATE|ATAZANAVIR SULPHATE|ATAZANAVIRI SULFAS|ATAZOR|BMS-232632-05|NSC-742546|Reyataz";"Small molecule";"4";"802.95";"2";"4";"4.21";"171.22";"9";"5";"1";"14";"N";"0.15";"11.92";"4.42";"4.54";"4.54";"3";"MOL";"0";"51";"13";"5";"2";"704.3897";"NEUTRAL";"C38H54N6O11S";"COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O";"DQSGVVGOPRWTKI-QVFAWCHISA-N"
"CHEMBL3137309";"VENETOCLAX";"ABT-199|GDC-0199|RG-7601|RG7601|VENCLEXTA|VENETOCLAX";"Small molecule";"4";"868.46";"26";"119";"8.66";"172.03";"11";"3";"3";"13";"N";"0.08";"4.18";"7.96";"6.76";"6.88";"5";"MOL";"0";"61";"14";"3";"3";"867.3181";"ACID";"C45H50ClN7O7S";"CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1";"LQBVNQSMGBZMKD-UHFFFAOYSA-N"
"CHEMBL527026";"";"";"Small molecule";"0";"539.45";"12";"34";"6.16";"94.69";"8";"2";"2";"7";"N";"0.29";"None";"8.99";"4.49";"2.89";"4";"MOL";"-1";"37";"8";"2";"2";"538.1563";"BASE";"C26H25Cl2FN8";"CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1";"PHNZIIMWDVXPGG-UHFFFAOYSA-N"
"CHEMBL3582252";"";"";"Small molecule";"0";"475.59";"5";"14";"5.70";"68.23";"5";"1";"1";"9";"N";"0.43";"1.04";"8.21";"3.14";"3.09";"3";"MOL";"-1";"35";"6";"1";"1";"475.2359";"ACID";"C29H33NO5";"COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN1CCCC[C@H]1C(=O)O";"ZBOYJODMIAUJHH-SANMLTNESA-N"
"CHEMBL3137358";"SIMEPREVIR SODIUM";"OLYSIO|SIMEPREVIR SODIUM";"Small molecule";"4";"771.94";"";"";"5.25";"156.89";"10";"2";"2";"8";"N";"0.29";"3.77";"1.60";"4.56";"3.61";"3";"MOL";"0";"52";"12";"2";"3";"749.2917";"ACID";"C38H46N5NaO7S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+]";"LLXQGDWGCCKOQP-MVZLLIIPSA-M"
"CHEMBL3990346";"DROXINAVIR";"DROXINAVIR";"Small molecule";"0";"533.76";"";"";"2.68";"122.80";"5";"5";"1";"13";"N";"0.27";"12.55";"8.50";"2.67";"1.54";"1";"MOL";"0";"38";"9";"5";"1";"533.3941";"BASE";"C29H51N5O4";"CNCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CCC(C)C)C(=O)NC(C)(C)C)C(C)(C)C";"ICOKEKQSBZSLIB-JBRSBNLGSA-N"
"CHEMBL166863";"POLMACOXIB";"CG-100649|CG100649|POLMACOXIB";"Small molecule";"3";"361.39";"5";"15";"2.72";"86.46";"4";"1";"0";"3";"N";"0.91";"10.09";"None";"2.94";"2.94";"2";"MOL";"0";"25";"5";"2";"0";"361.0784";"NEUTRAL";"C18H16FNO4S";"CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O";"IJWPAFMIFNSIGD-UHFFFAOYSA-N"
"CHEMBL409450";"6BIO";"";"Small molecule";"0";"356.18";"296";"693";"3.42";"73.72";"4";"3";"0";"0";"N";"0.38";"6.89";"0.96";"2.56";"1.94";"2";"MOL";"-1";"22";"5";"3";"0";"354.9956";"NEUTRAL";"C16H10BrN3O2";"O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O";"DDLZLOKCJHBUHD-WAVHTBQISA-N"
"CHEMBL4098877";"MLi-2";"Merck LRRK2 inhibitor-2";"Small molecule";"0";"379.46";"557";"1042";"3.56";"76.16";"6";"1";"0";"4";"N";"0.75";"11.85";"2.17";"3.70";"3.70";"3";"MOL";"-1";"28";"7";"1";"0";"379.2008";"NEUTRAL";"C21H25N5O2";"C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@@H](C)O1";"ATUUNJCZCOMUKD-OKILXGFUSA-N"
"CHEMBL1323";"DARUNAVIR";"DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4";"547.67";"29";"655";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1";"CJBJHOAVZSMMDJ-HEXNFIEUSA-N"
"CHEMBL1255891";"NARLAPREVIR";"NARLAPREVIR|SCH 900518|SCH-900518";"Small molecule";"3";"707.98";"6";"39";"3.62";"170.85";"7";"4";"1";"13";"N";"0.21";"12.32";"None";"3.50";"3.50";"0";"MOL";"0";"49";"12";"4";"2";"707.4292";"NEUTRAL";"C36H61N5O7S";"CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1";"RICZEKWVNZFTNZ-LFGITCQGSA-N"
"CHEMBL261720";"";"";"Small molecule";"0";"425.45";"270";"581";"1.77";"140.95";"8";"4";"0";"4";"N";"0.46";"8.96";"None";"2.57";"2.56";"3";"MOL";"-1";"28";"9";"6";"1";"425.0540";"NEUTRAL";"C15H13F2N7O2S2";"Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F";"ARIOBGGRZJITQX-UHFFFAOYSA-N"
"CHEMBL378225";"";"";"Small molecule";"0";"578.74";"13";"85";"3.03";"127.84";"6";"4";"1";"13";"N";"0.25";"13.81";"9.42";"2.40";"0.40";"3";"MOL";"-1";"41";"9";"4";"1";"578.2563";"BASE";"C31H38N4O5S";"C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1";"VPNIQGRFZCTBEZ-SPTGULJVSA-N"
"CHEMBL502124";"";"";"Small molecule";"0";"588.09";"11";"29";"5.72";"102.49";"7";"3";"2";"9";"N";"0.23";"13.21";"7.37";"5.52";"5.24";"4";"MOL";"-1";"42";"9";"3";"2";"587.2212";"NEUTRAL";"C31H31ClFN7O2";"CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1";"AKSIZPIFQAYJGF-UHFFFAOYSA-N"
"CHEMBL3545369";"EPACADOSTAT";"EPACADOSTAT|INCB-024360|INCB024360";"Small molecule";"3";"438.24";"41";"282";"0.42";"167.76";"8";"5";"0";"7";"N";"0.14";"5.60";"0.27";"0.09";"-1.61";"2";"MOL";"0";"25";"11";"6";"2";"436.9917";"ACID";"C11H13BrFN7O4S";"NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1";"FBKMWOJEPMPVTQ-UHFFFAOYSA-N"
"CHEMBL69998";"FIROCOXIB";"Equioxx|FIROCOXIB|FIROCOXIB (EMA EPAR: VETERINARY)|LIBRENS|ML-1,785,713|ML-1785713|NSC-758895|PREVICOX";"Small molecule";"0";"336.41";"4";"8";"2.56";"69.67";"5";"0";"0";"5";"N";"0.77";"None";"None";"1.96";"1.96";"1";"MOL";"0";"23";"5";"0";"0";"336.1031";"NEUTRAL";"C17H20O5S";"CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1";"FULAPETWGIGNMT-UHFFFAOYSA-N"
"CHEMBL404609";"";"";"Small molecule";"0";"261.31";"7";"9";"2.00";"98.21";"3";"3";"0";"3";"N";"0.79";"10.58";"None";"1.97";"1.97";"2";"MOL";"-1";"18";"5";"5";"0";"261.0572";"NEUTRAL";"C12H11N3O2S";"NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O";"PSVUSJKZJQMCSP-UHFFFAOYSA-N"
"CHEMBL2018096";"IPRAGLIFLOZIN";"ASP-1941|IPRAGLIFLOZIN";"Small molecule";"3";"404.46";"8";"38";"2.15";"90.15";"6";"4";"0";"4";"N";"0.54";"12.57";"None";"2.46";"2.46";"3";"MOL";"0";"28";"5";"4";"0";"404.1094";"NEUTRAL";"C21H21FO5S";"OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"AHFWIQIYAXSLBA-RQXATKFSSA-N"
"CHEMBL2170597";"";"";"Small molecule";"0";"306.33";"2";"9";"3.66";"87.14";"5";"3";"0";"5";"N";"0.67";"3.49";"5.37";"3.01";"1.15";"3";"MOL";"-1";"23";"6";"3";"0";"306.1117";"ACID";"C17H14N4O2";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1";"BUKMSYYNNHEANR-UHFFFAOYSA-N"
"CHEMBL485569";"";"";"Small molecule";"0";"372.47";"6";"10";"4.09";"87.05";"5";"2";"0";"3";"N";"0.68";"None";"7.29";"4.65";"4.41";"3";"MOL";"-1";"28";"5";"4";"0";"372.1950";"NEUTRAL";"C23H24N4O";"COc1cc(-c2ccccc2C)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1";"USMIUYUTXWJTSL-UHFFFAOYSA-N"
"CHEMBL218394";"BOCEPREVIR";"BOCEPREVIR|EBP 520|EBP-520|SCH 503034|SCH-503034|VICTRELIS";"Small molecule";"4";"519.69";"52";"416";"1.71";"150.70";"5";"4";"1";"8";"N";"0.36";"12.44";"None";"1.78";"1.78";"0";"MOL";"0";"37";"10";"5";"1";"519.3421";"NEUTRAL";"C27H45N5O5";"CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C";"LHHCSNFAOIFYRV-DOVBMPENSA-N"
"CHEMBL507322";"";"";"Small molecule";"0";"635.75";"5";"6";"1.63";"201.01";"8";"5";"1";"12";"N";"0.15";"9.98";"11.45";"0.65";"-2.95";"3";"MOL";"-1";"45";"13";"7";"3";"635.2526";"BASE";"C31H37N7O6S";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c1";"GVKGOJSGHMSOHB-MHZLTWQESA-N"
"CHEMBL1233550";"IODIDE";"IODIDE";"Small molecule";"0";"127.91";"14";"43";"0.62";"0.00";"0";"0";"0";"0";"Y";"0.42";"-9.00";"None";"1.02";"1.24";"0";"MOL";"0";"1";"0";"0";"0";"127.9123";"ACID";"HI";"I";"XMBWDFGMSWQBCA-UHFFFAOYSA-N"
"CHEMBL70620";"";"";"Small molecule";"0";"371.48";"3";"7";"0.82";"121.52";"6";"5";"0";"9";"N";"0.41";"3.31";"7.92";"-1.59";"-1.69";"1";"MOL";"-1";"24";"7";"5";"0";"371.0973";"ACID";"C15H21N3O4S2";"CSCC[C@H](NC(=O)c1ccc(NC(=O)[C@@H](N)CS)cc1)C(=O)O";"QZVAZQOXHOMYJF-RYUDHWBXSA-N"
"CHEMBL416146";"ETORICOXIB";"ARCOXIA|ETORICOXIB|L-791456|MK-0663";"Small molecule";"4";"358.85";"30";"136";"4.18";"59.92";"4";"0";"0";"3";"N";"0.70";"None";"4.96";"2.79";"2.79";"3";"MOL";"0";"24";"4";"0";"0";"358.0543";"NEUTRAL";"C18H15ClN2O2S";"Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1";"MNJVRJDLRVPLFE-UHFFFAOYSA-N"
"CHEMBL468894";"";"";"Small molecule";"0";"534.69";"5";"6";"2.51";"155.26";"6";"4";"1";"10";"N";"0.23";"9.81";"11.49";"1.10";"-3.35";"3";"MOL";"-1";"38";"9";"6";"2";"534.2413";"BASE";"C28H34N6O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccncc3)c2)C(=O)N2CCC(CCN)CC2)c1";"ZMVHNEIIUIUTLA-UHFFFAOYSA-N"
"CHEMBL516786";"";"";"Small molecule";"0";"568.14";"5";"6";"3.77";"142.37";"5";"4";"1";"10";"N";"0.22";"9.81";"11.49";"2.92";"-1.53";"3";"MOL";"-1";"39";"8";"6";"2";"567.2071";"BASE";"C29H34ClN5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3)c2)C(=O)N2CCC(CCN)CC2)c1";"GMTPFEPAXXLLCG-UHFFFAOYSA-N"
"CHEMBL193093";"";"SC-514";"Small molecule";"0";"224.31";"79";"88";"2.16";"69.11";"4";"2";"0";"2";"N";"0.82";"None";"None";"1.98";"1.98";"2";"MOL";"-1";"14";"3";"4";"0";"224.0078";"NEUTRAL";"C9H8N2OS2";"NC(=O)c1sc(-c2ccsc2)cc1N";"BMUACLADCKCNKZ-UHFFFAOYSA-N"
"CHEMBL600689";"";"GNF-Pf-4706";"Small molecule";"0";"301.39";"12";"19";"3.80";"51.32";"3";"1";"0";"6";"N";"0.83";"None";"None";"4.34";"4.34";"2";"MOL";"-1";"22";"4";"1";"0";"301.1678";"NEUTRAL";"C18H23NO3";"CCOC(=O)c1[nH]c(C)c(Cc2ccc(OCC)cc2)c1C";"AHTZIFIBNCSFEG-UHFFFAOYSA-N"
"CHEMBL1232767";"FLUORIDE";"FLUORIDE";"Small molecule";"3";"20.01";"13";"37";"0.15";"0.00";"0";"0";"0";"0";"Y";"0.35";"3.17";"None";"0.15";"0.37";"0";"MOL";"0";"1";"0";"0";"0";"20.0062";"ACID";"HF";"F";"KRHYYFGTRYWZRS-UHFFFAOYSA-N"
